Fx, Fy, Fz, Mx, My, Mz
-0.0550841,0.292133,0.704632,0.487991,-0.570921,0.21973
0.0422722,0.248622,0.862599,0.485554,-0.605467,0.209831
0.00193299,0.292847,0.790554,0.463274,-0.596368,0.218773
-0.0185934,0.28773,0.747287,0.460644,-0.587864,0.217384
-0.0864219,0.330126,0.748519,0.458803,-0.6095,0.233046
-0.137241,0.306035,0.735864,0.485613,-0.623989,0.224051
-0.1465,0.333237,0.808646,0.462148,-0.65431,0.230935
-0.111579,0.364853,0.903919,0.459041,-0.683971,0.250373
-0.233764,0.286273,0.61822,0.476298,-0.60277,0.199924
-0.481326,0.364069,0.29386,0.482211,-0.537976,0.217477
-0.680343,0.313354,0.0565077,0.512718,-0.476935,0.184197
-0.660444,0.270393,-0.0130059,0.524317,-0.428167,0.164332
-0.638026,0.323788,-0.00488682,0.509021,-0.416233,0.187718
-0.568367,0.295397,0.0422928,0.518115,-0.412044,0.18536
-0.584468,0.318062,0.170455,0.484595,-0.457384,0.188519
-0.597358,0.291096,0.232127,0.486656,-0.482505,0.17603
-0.556376,0.299188,0.38472,0.489426,-0.529545,0.187775
-0.558471,0.288624,0.425653,0.47913,-0.546999,0.179288
-0.710237,0.274183,0.416464,0.476343,-0.590058,0.15489
-0.812098,0.199919,0.371649,0.495736,-0.601072,0.111182
-1.01124,0.270384,0.22551,0.487712,-0.598144,0.128417
